id,Area,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,EquivDiameter,Extent,Perimeter,Roundness,AspectRation,Class
7899,6082,156.67975,50.4638,0.946712,6259,87.999107,0.678189,346.66,0.635988,3.104795,Jasmine
7914,6163,157.289425,50.6532,0.946727,6334,88.583155,0.680243,346.66,0.644458,3.105222,Jasmine
5699,6059,153.473875,51.686939,0.941583,6216,87.832559,0.556996,346.661,0.633579,2.969297,Jasmine
10767,5779,160.798213,46.342746,0.957569,5931,85.779084,0.534894,346.661,0.6043,3.46976,Jasmine
7352,6148,156.376766,50.975646,0.945377,6320,88.475289,0.506258,346.671,0.642849,3.067676,Jasmine
3342,6407,153.092644,54.16324,0.935323,6558,90.319686,0.489458,346.682,0.669888,2.826505,Jasmine
7308,6092,156.142296,50.956805,0.94525,6265,88.071422,0.667982,346.685,0.636942,3.064209,Jasmine
11312,7674,143.81794,68.557163,0.879069,7808,98.847561,0.789181,346.685,0.802346,2.097781,Gonen
8676,6078,157.627103,49.793143,0.948795,6231,87.970165,0.554967,346.686,0.635474,3.165639,Jasmine
4537,6318,154.393818,53.245285,0.938652,6451,89.690175,0.481996,346.691,0.660548,2.899671,Jasmine
4380,6419,155.085134,53.675116,0.938197,6581,90.404229,0.648384,346.71,0.671034,2.88933,Jasmine
363,7074,147.138743,62.214983,0.906208,7238,94.904671,0.551321,346.714,0.73949,2.365005,Jasmine
4046,6492,155.010891,54.035301,0.937275,6621,90.916836,0.832308,346.718,0.678634,2.868697,Jasmine
9781,5811,157.607428,48.000957,0.952493,6019,86.016248,0.58697,346.718,0.607446,3.283423,Jasmine
2479,6446,151.871382,54.873356,0.932444,6599,90.594162,0.630724,346.727,0.67379,2.767671,Jasmine
1433,6074,145.555885,54.397306,0.927541,6315,87.941213,0.528174,346.729,0.634899,2.675792,Jasmine
10352,5721,158.692536,46.996986,0.955141,5924,85.347545,0.526069,346.735,0.59798,3.376653,Jasmine
11947,7393,143.253832,67.336756,0.882639,7585,97.020925,0.648623,346.736,0.772739,2.127424,Gonen
6227,7819,139.395252,72.828869,0.852662,7948,99.777051,0.651258,346.738,0.817256,1.914011,Gonen
13621,7328,144.844888,66.198941,0.88945,7457,96.593475,0.579976,346.746,0.765901,2.188024,Gonen
6851,7505,137.760047,70.90053,0.85739,7789,97.75307,0.604462,346.747,0.784396,1.943004,Gonen
17971,6898,148.227618,60.387548,0.913251,7128,93.716628,0.561909,346.747,0.720954,2.454606,Gonen
3609,6164,150.599627,52.9835,0.936069,6346,88.590341,0.52549,346.753,0.644217,2.842387,Jasmine
13874,7644,146.503346,66.708289,0.89032,7763,98.654159,0.811034,346.759,0.798868,2.196179,Gonen
1914,6448,151.248067,55.532253,0.930158,6632,90.608215,0.680743,346.76,0.673871,2.723608,Jasmine
9088,6075,159.33221,49.77872,0.949944,6209,87.948452,0.502232,346.761,0.634886,3.20081,Jasmine
4853,6246,153.51163,52.613101,0.939434,6401,89.177655,0.776286,346.767,0.652734,2.917745,Jasmine
1834,6472,150.519924,55.423676,0.929741,6644,90.776684,0.791585,346.776,0.676317,2.715805,Jasmine
13576,7512,145.237612,66.423165,0.889291,7656,97.798648,0.795931,346.776,0.784996,2.186551,Gonen
600,6375,144.77612,57.562144,0.917561,6639,90.093852,0.519475,346.781,0.666161,2.515127,Jasmine
6664,6154,155.753753,51.469164,0.943823,6324,88.518451,0.46512,346.781,0.643068,3.026157,Jasmine
2171,6543,152.747023,55.661568,0.931241,6731,91.273251,0.544978,346.786,0.683697,2.74421,Jasmine
772,6588,147.875945,57.650011,0.920877,6765,91.586583,0.530307,346.788,0.688391,2.565064,Jasmine
10922,5688,160.404973,45.474022,0.958974,5814,85.101037,0.519357,346.794,0.594328,3.527398,Jasmine
10839,5777,161.710599,46.377841,0.957992,5914,85.76424,0.817693,346.808,0.603579,3.486807,Jasmine
7497,6055,155.491701,50.512838,0.945763,6228,87.803562,0.663925,346.809,0.632621,3.078261,Jasmine
6785,6228,156.777776,51.684147,0.944098,6400,89.049064,0.518482,346.819,0.650658,3.033382,Jasmine
4239,6421,154.652497,53.696955,0.937787,6557,90.418312,0.493354,346.821,0.670813,2.880098,Jasmine
3635,6482,154.300941,54.253013,0.936148,6616,90.846787,0.486345,346.825,0.677171,2.844099,Jasmine
7001,6197,156.607824,51.417342,0.944567,6334,88.827166,0.46837,346.84,0.647341,3.045817,Jasmine
3393,6388,152.919871,54.042834,0.93547,6538,90.185665,0.658421,346.842,0.667285,2.829605,Jasmine
6918,6173,156.414302,51.441981,0.944371,6391,88.654993,0.475981,346.854,0.644782,3.040596,Jasmine
1617,6433,151.007518,56.052797,0.928556,6637,90.502762,0.580805,346.86,0.671916,2.694023,Jasmine
7507,6208,157.330266,51.097758,0.94579,6363,88.905968,0.529422,346.86,0.648415,3.079005,Jasmine
13466,7341,144.175011,66.063588,0.88884,7590,96.679116,0.699143,346.867,0.766724,2.182367,Gonen
4837,6479,156.445496,53.64397,0.939375,6613,90.825762,0.544454,346.868,0.676689,2.916367,Jasmine
4593,6314,154.005341,53.064315,0.938764,6448,89.661778,0.529431,346.87,0.659449,2.902239,Jasmine
4400,6073,150.689273,52.132192,0.93825,6266,87.933974,0.483019,346.871,0.634274,2.890522,Jasmine
7875,6163,158.26338,51.003781,0.946647,6382,88.583155,0.477012,346.871,0.643674,3.102973,Jasmine
10173,5926,159.857256,47.792334,0.954263,6076,86.863212,0.488702,346.878,0.618896,3.344831,Jasmine
10841,7643,143.591116,68.975085,0.877073,7819,98.647706,0.599922,346.879,0.798211,2.081782,Gonen
13614,7150,142.375439,65.074909,0.889433,7402,95.413116,0.741086,346.884,0.746702,2.18787,Gonen
5014,6364,155.267597,53.037462,0.93985,6547,90.01609,0.521939,346.885,0.664613,2.927508,Jasmine
17898,6980,148.283991,60.911517,0.911736,7177,94.272011,0.738624,346.892,0.728915,2.434416,Gonen
6547,6319,157.0792,52.038781,0.943529,6466,89.697272,0.64381,346.9,0.659857,3.018503,Jasmine
11999,7430,142.72039,67.034664,0.88283,7562,97.263404,0.642734,346.902,0.775863,2.129054,Gonen
4955,6202,153.800526,52.603649,0.939691,6421,88.862994,0.621256,346.917,0.647576,2.923762,Jasmine
17668,7124,148.016724,62.066215,0.907839,7295,95.23948,0.644123,346.917,0.743845,2.38482,Gonen
9304,7643,141.747295,69.615827,0.871088,7798,98.647706,0.615974,346.92,0.798022,2.036136,Gonen
5985,6324,156.574489,52.434408,0.942259,6448,89.732753,0.472222,346.923,0.660291,2.986102,Jasmine
6528,6218,155.874442,51.664603,0.943473,6376,88.977545,0.596165,346.925,0.649216,3.017045,Jasmine
3471,6391,153.299628,54.088091,0.935689,6553,90.20684,0.566578,346.927,0.667271,2.834258,Jasmine
5721,6225,154.942516,52.163691,0.941625,6399,89.027615,0.520833,346.927,0.64994,2.970314,Jasmine
7682,6303,158.209792,51.204276,0.946178,6427,89.583642,0.503837,346.928,0.65808,3.089777,Jasmine
17208,7151,146.953813,62.911044,0.903731,7368,95.419788,0.551009,346.928,0.746617,2.335899,Gonen
8970,6131,158.985916,49.827565,0.949618,6225,88.352881,0.486433,346.937,0.640088,3.190722,Jasmine
5907,6247,155.805864,52.263871,0.942061,6399,89.184794,0.460965,346.94,0.652188,2.981139,Jasmine
4093,6433,155.586767,54.178219,0.937413,6571,90.502762,0.68378,346.942,0.671598,2.871759,Jasmine
5076,6365,155.436549,53.018509,0.940029,6493,90.023162,0.734649,346.942,0.664499,2.931741,Jasmine
8679,6068,157.925412,49.882046,0.948806,6235,87.897768,0.590215,346.942,0.633493,3.165977,Jasmine
3836,6304,153.772218,53.821901,0.936746,6517,89.590748,0.49005,346.953,0.658089,2.857057,Jasmine
4966,6276,154.388897,52.792841,0.939719,6459,89.391562,0.476972,346.955,0.655159,2.924429,Jasmine
8329,5888,155.622898,49.625877,0.947793,6070,86.584262,0.675152,346.958,0.614644,3.135922,Jasmine
6368,6252,156.327533,51.970922,0.943121,6409,89.220478,0.536008,346.967,0.652608,3.007981,Jasmine
1950,6596,152.323875,55.871023,0.930303,6776,91.642174,0.509895,346.97,0.688504,2.726348,Jasmine
10984,5804,163.119914,46.011651,0.959393,5945,85.964425,0.438667,346.98,0.605799,3.545187,Jasmine
7165,6188,157.260112,51.487887,0.944884,6393,88.76264,0.753899,346.982,0.645872,3.054313,Jasmine
1586,6308,149.312083,55.497449,0.928358,6537,89.619167,0.685801,346.983,0.658393,2.690431,Jasmine
4774,8109,135.996102,77.123877,0.823646,8235,101.610528,0.737182,346.983,0.846371,1.763346,Gonen
6417,6021,153.689336,51.041754,0.943241,6186,87.556698,0.499419,346.986,0.628427,3.011051,Jasmine
7399,6111,156.085787,50.823669,0.945503,6276,88.208655,0.793636,346.99,0.637805,3.071124,Jasmine
6171,6179,155.493797,51.872178,0.942716,6343,88.698067,0.588476,346.992,0.644895,2.997634,Jasmine
12219,7731,145.906092,68.213493,0.883984,7857,99.213986,0.690268,347,0.806838,2.138962,Gonen
17189,7146,146.595671,62.800163,0.903594,7332,95.386423,0.770043,347,0.745785,2.33432,Gonen
7300,6138,156.679839,51.14342,0.945225,6307,88.403305,0.513554,347.001,0.640583,3.063539,Jasmine
3539,6503,154.19562,54.342785,0.935839,6651,90.993828,0.57564,347.017,0.678613,2.837463,Jasmine
15013,7389,145.884567,65.312898,0.894183,7548,96.994675,0.656275,347.017,0.77107,2.233626,Gonen
7719,6095,156.584892,50.628866,0.946286,6293,88.093104,0.50144,347.018,0.636033,3.092799,Jasmine
12779,7609,145.351904,67.316936,0.88629,7771,98.428043,0.638018,347.026,0.793987,2.159217,Gonen
2750,6571,154.106482,55.285087,0.933435,6722,91.468339,0.725276,347.032,0.68565,2.787487,Jasmine
3787,6366,153.795055,53.886836,0.936607,6531,90.030233,0.503321,347.036,0.664244,2.854038,Jasmine
3688,6292,152.117874,53.412686,0.936328,6428,89.505437,0.811662,347.049,0.656473,2.847973,Jasmine
7326,7813,140.762462,71.332071,0.86209,7992,99.738762,0.739587,347.058,0.815124,1.97334,Gonen
7347,6181,156.73578,51.097194,0.945367,6327,88.712421,0.557048,347.058,0.644859,3.067405,Jasmine
2047,6476,151.911987,55.558299,0.930722,6666,90.804732,0.541743,347.059,0.675632,2.734281,Jasmine
9236,6034,158.353297,49.225986,0.950455,6169,87.651169,0.464225,347.062,0.629508,3.216864,Jasmine
16098,7369,147.148661,64.708361,0.898121,7479,96.863317,0.604363,347.067,0.768762,2.274029,Gonen
8828,7627,141.436238,69.762788,0.86989,7840,98.544396,0.585791,347.071,0.795659,2.027388,Gonen
11677,7593,144.010537,68.093182,0.881151,7733,98.324503,0.58588,347.079,0.792076,2.114904,Gonen
5958,6220,154.816355,51.872064,0.942198,6332,88.991853,0.466967,347.081,0.648841,2.984581,Jasmine
9059,5891,156.936756,49.068542,0.949864,6099,86.606317,0.629246,347.09,0.61449,3.198317,Jasmine
9405,5963,157.837734,48.767368,0.951071,6110,87.133962,0.649564,347.09,0.622,3.236544,Jasmine
4405,6360,154.670876,53.501117,0.93827,6531,89.987796,0.517831,347.092,0.663404,2.890984,Jasmine
16101,7151,144.691803,63.625254,0.89813,7426,95.419788,0.615616,347.094,0.745903,2.274125,Gonen
14365,7441,146.004586,66.016647,0.89194,7621,97.335376,0.629793,347.1,0.776125,2.211633,Gonen
10561,7690,143.516132,69.219533,0.876,7814,98.950554,0.603421,347.104,0.802079,2.073347,Gonen
5179,6408,155.88644,53.038896,0.940338,6570,90.326735,0.636725,347.107,0.668353,2.939097,Jasmine
12261,7552,144.468742,67.492943,0.884162,7836,98.058682,0.687733,347.108,0.787667,2.140501,Gonen
3571,6420,153.974735,54.223296,0.935941,6580,90.411271,0.708609,347.115,0.669573,2.839642,Jasmine
7474,6153,157.287965,51.121367,0.945708,6348,88.511259,0.589368,347.115,0.641727,3.076756,Jasmine
3846,6484,155.142785,54.295106,0.936761,6676,90.860801,0.506404,347.118,0.676236,2.857399,Jasmine
7967,6230,158.489887,50.979146,0.946857,6357,89.063362,0.484297,347.135,0.649682,3.108916,Jasmine
13698,7325,144.220023,65.842882,0.8897,7555,96.573701,0.573565,347.136,0.763868,2.190366,Gonen
8458,6145,158.378627,50.33606,0.948151,6270,88.4537,0.455185,347.138,0.640807,3.146425,Jasmine
11492,5533,165.750987,42.889067,0.965943,5674,83.933512,0.728506,347.138,0.576987,3.864644,Jasmine
2587,6621,153.841197,55.413283,0.932876,6772,91.81568,0.575339,347.141,0.690433,2.776251,Jasmine
14017,7484,145.895068,66.306939,0.890755,7635,97.616212,0.578049,347.145,0.780408,2.200299,Gonen
14812,7238,144.300654,64.791969,0.893528,7424,95.998478,0.637148,347.15,0.754734,2.227138,Gonen
4964,6291,154.935971,52.98193,0.939714,6459,89.498324,0.476591,347.154,0.655972,2.924317,Jasmine
5163,6265,154.920226,52.731009,0.94029,6425,89.313189,0.481923,347.154,0.653261,2.937934,Jasmine
6684,6180,155.528889,51.380492,0.943855,6344,88.705244,0.670937,347.156,0.64439,3.027003,Jasmine
9469,7872,143.799463,70.471977,0.871682,7997,100.114643,0.627751,347.167,0.820764,2.04052,Gonen
719,6864,150.244877,58.917955,0.919903,7026,93.48538,0.524049,347.172,0.715645,2.550069,Jasmine
5237,6321,155.225592,52.764762,0.940453,6474,89.711466,0.697682,347.173,0.659028,2.941842,Jasmine
9321,6099,159.344761,49.41451,0.9507,6289,88.122006,0.476336,347.176,0.635871,3.224655,Jasmine
6070,6033,153.523699,51.31655,0.942482,6235,87.643906,0.489374,347.177,0.628986,2.9917,Jasmine
4050,6176,152.485843,53.151836,0.937283,6365,88.676533,0.592138,347.182,0.643877,2.868873,Jasmine
2369,6635,153.785183,55.758375,0.931955,6779,91.9127,0.551309,347.192,0.69169,2.758064,Jasmine
1300,6723,151.558651,57.011118,0.926553,6843,92.520211,0.83154,347.213,0.700779,2.658405,Jasmine
10387,7716,143.880056,69.546252,0.87542,7851,99.117689,0.793501,347.215,0.804276,2.06884,Gonen
12848,7661,145.856049,67.474369,0.886562,7781,98.7638,0.720019,347.215,0.798543,2.161651,Gonen
6373,6237,155.614779,51.728706,0.943133,6394,89.113383,0.531895,347.216,0.650109,3.008287,Jasmine
4725,6297,153.902441,52.899439,0.939072,6423,89.540993,0.47672,347.22,0.656348,2.90934,Jasmine
3665,6346,153.433299,53.896567,0.936274,6513,89.888699,0.507193,347.234,0.661402,2.84681,Jasmine
5112,6412,156.255593,53.250016,0.94014,6580,90.354922,0.585571,347.24,0.668258,2.934376,Jasmine
4573,6427,155.156414,53.474789,0.938731,6541,90.460547,0.475018,347.246,0.669798,2.901487,Jasmine
7733,6184,157.429771,50.885355,0.946322,6327,88.733947,0.451783,347.246,0.644473,3.093813,Jasmine
7351,5968,153.909652,50.171987,0.945376,6131,87.170486,0.601856,347.248,0.621955,3.067641,Jasmine
17815,7023,148.072791,61.405059,0.90996,7168,94.561944,0.741448,347.256,0.731868,2.41141,Gonen
7925,5915,155.19332,49.969965,0.946745,6131,86.782555,0.457817,347.26,0.616389,3.105732,Jasmine
5738,6188,154.272585,51.923277,0.941659,6341,88.76264,0.706554,347.264,0.644823,2.971164,Jasmine
3945,6493,155.132958,54.17816,0.937034,6683,90.923838,0.549881,347.265,0.676602,2.863386,Jasmine
3417,6310,153.007821,54.047723,0.935535,6533,89.633373,0.720484,347.272,0.657506,2.830976,Jasmine
4970,6390,155.523624,53.178121,0.939726,6553,90.199782,0.742419,347.272,0.665842,2.924579,Jasmine
2623,6358,151.020307,54.344042,0.933012,6518,89.973646,0.500433,347.277,0.662489,2.778967,Jasmine
2470,6440,152.245614,55.022343,0.932409,6626,90.551989,0.492807,347.278,0.671029,2.766978,Jasmine
2297,6532,153.228699,55.671015,0.931665,6674,91.196495,0.489876,347.279,0.680611,2.752396,Jasmine
8063,6267,158.21245,50.786568,0.947078,6388,89.327444,0.726693,347.28,0.652995,3.115242,Jasmine
2082,6538,152.157077,55.590168,0.930871,6715,91.23837,0.567535,347.282,0.681224,2.737122,Jasmine
14648,7090,142.91431,64.343421,0.892916,7346,95.011938,0.580196,347.283,0.738736,2.221118,Gonen
8296,5992,157.400059,50.230499,0.947712,6238,87.345586,0.455596,347.285,0.624323,3.133556,Jasmine
4507,6521,155.859718,53.789641,0.93856,6656,91.119674,0.495592,347.287,0.679434,2.897579,Jasmine
15280,7492,146.986354,65.55066,0.895051,7608,97.668371,0.577196,347.303,0.780532,2.242332,Gonen
4255,6449,154.879155,53.75023,0.937848,6594,90.615241,0.476644,347.32,0.671804,2.88146,Jasmine
6814,6121,155.190978,51.134945,0.944157,6293,88.280798,0.745736,347.321,0.637632,3.03493,Jasmine
8605,6048,157.370418,49.815569,0.948576,6187,87.752793,0.447337,347.329,0.629999,3.159061,Jasmine
6501,6345,157.285259,52.157153,0.943417,6514,89.881616,0.469444,347.336,0.660909,3.015603,Jasmine
8268,6009,156.869407,50.100545,0.947628,6195,87.469403,0.445705,347.337,0.625907,3.131092,Jasmine
8376,5966,155.9283,49.66517,0.947919,6140,87.155878,0.440946,347.345,0.6214,3.139591,Jasmine
8578,6284,160.670938,50.897632,0.948498,6449,89.448518,0.832318,347.345,0.654522,3.156747,Jasmine
7927,6042,156.370051,50.348068,0.946746,6143,87.709255,0.454833,347.355,0.629279,3.105781,Jasmine
9760,5973,159.41126,48.590835,0.952412,6108,87.206994,0.592912,347.355,0.622093,3.280686,Jasmine
5290,6332,155.570609,52.812543,0.940615,6433,89.789492,0.816821,347.363,0.659453,2.945713,Jasmine
340,6601,141.773018,60.632241,0.903934,6832,91.676901,0.737872,347.364,0.687464,2.338245,Jasmine
5479,6311,155.946178,52.752836,0.941047,6503,89.640475,0.483379,347.367,0.657251,2.956167,Jasmine
6966,6105,154.702132,50.829532,0.944482,6276,88.165341,0.709306,347.372,0.635779,3.043548,Jasmine
7931,6158,156.848057,50.498209,0.946755,6295,88.547214,0.594976,347.373,0.641294,3.106012,Jasmine
7574,6156,157.160637,50.972384,0.945943,6424,88.532834,0.666378,347.38,0.64106,3.083251,Jasmine
6243,6283,157.120171,52.348358,0.942865,6461,89.4414,0.463964,347.388,0.654255,3.001435,Jasmine
2410,6569,153.265716,55.506227,0.932117,6734,91.454418,0.526911,347.391,0.684025,2.761235,Jasmine
6693,6236,156.528481,51.705845,0.943866,6388,89.106239,0.50981,347.391,0.64935,3.027288,Jasmine
10537,7530,141.914849,68.491856,0.875826,7686,97.915748,0.600287,347.392,0.784089,2.071996,Gonen
6470,6251,156.307897,51.860256,0.943356,6401,89.213342,0.46126,347.395,0.650897,3.014021,Jasmine
4095,6466,154.905791,53.940331,0.937415,6634,90.734596,0.666461,347.396,0.67328,2.871799,Jasmine
15846,7242,145.923232,64.467657,0.897118,7439,96.025001,0.643219,347.405,0.754043,2.263511,Gonen
4336,6330,153.922877,53.325147,0.938072,6521,89.77531,0.548812,347.406,0.659081,2.886497,Jasmine
11600,7749,145.154968,68.793058,0.880563,7901,99.329418,0.79136,347.413,0.806795,2.110023,Gonen
6059,8009,140.247465,73.613327,0.851175,8195,100.982055,0.626094,347.418,0.833842,1.905191,Gonen
6121,6309,155.908855,52.060722,0.942602,6456,89.62627,0.647077,347.421,0.656838,2.99475,Jasmine
1184,6409,148.063848,56.005509,0.925702,6609,90.333782,0.599757,347.422,0.667245,2.643737,Jasmine
14124,7581,146.562611,66.511902,0.891097,7697,98.246776,0.572151,347.434,0.789208,2.203555,Gonen
2448,6410,151.721896,54.880627,0.932287,6637,90.34083,0.614043,347.439,0.667284,2.76458,Jasmine
7520,6139,156.859833,50.932927,0.945816,6336,88.410506,0.483538,347.44,0.639069,3.079733,Jasmine
6795,6003,154.703503,50.990314,0.944121,6161,87.425723,0.458594,347.445,0.624894,3.033978,Jasmine
2936,6441,153.405447,54.7796,0.93407,6627,90.559019,0.697229,347.446,0.670484,2.800412,Jasmine
6824,6229,156.769927,51.646165,0.944177,6399,89.056213,0.490859,347.449,0.648405,3.035461,Jasmine
15469,7427,146.530661,65.141793,0.895749,7597,97.243766,0.583608,347.449,0.77311,2.249411,Gonen
11641,7606,143.87964,68.092489,0.880923,7762,98.408638,0.776281,347.455,0.791715,2.113003,Gonen
2044,6573,151.81122,55.529008,0.930703,6712,91.482258,0.537185,347.458,0.684178,2.733908,Jasmine
8944,6052,158.507344,49.709307,0.949552,6157,87.781807,0.445918,347.463,0.629929,3.188685,Jasmine
3710,6357,152.649324,53.574802,0.936388,6506,89.96657,0.83098,347.47,0.661649,2.849275,Jasmine
615,6870,149.909367,59.513699,0.91782,7054,93.52623,0.552029,347.473,0.71503,2.518905,Jasmine
2415,6528,153.15004,55.455208,0.93214,6685,91.168568,0.489539,347.478,0.679415,2.761689,Jasmine
10041,5808,159.024216,47.892619,0.953572,5983,85.994042,0.470131,347.49,0.604438,3.320433,Jasmine
10377,5792,159.017635,47.021924,0.95528,5978,85.875511,0.567843,347.496,0.602752,3.381776,Jasmine
13346,7287,142.739392,65.505809,0.888478,7480,96.322877,0.652256,347.496,0.758331,2.179034,Gonen
6649,6149,155.613973,51.444249,0.943775,6344,88.482484,0.49705,347.497,0.6399,3.024905,Jasmine
8969,5888,156.143187,48.940441,0.94961,6093,86.584262,0.508331,347.497,0.612739,3.190474,Jasmine
8269,6159,157.921033,50.436193,0.947628,6266,88.554403,0.850926,347.503,0.640919,3.131105,Jasmine
10886,5678,160.59178,45.799716,0.95847,5823,85.026197,0.687243,347.503,0.590865,3.506393,Jasmine
5227,6366,155.537634,52.881173,0.940429,6531,90.030233,0.577677,347.504,0.662456,2.941267,Jasmine
6309,6292,156.440589,52.056826,0.943012,6433,89.505437,0.616863,347.504,0.654755,3.005189,Jasmine
2072,6468,152.044259,55.560861,0.930841,6649,90.748627,0.663385,347.512,0.673039,2.736535,Jasmine
5768,6171,155.120379,52.169892,0.941748,6434,88.64063,0.510295,347.514,0.642127,2.97337,Jasmine
7828,6127,157.3951,50.773641,0.94654,6288,88.324055,0.454458,347.519,0.63753,3.099937,Jasmine
7766,5988,155.03221,50.083361,0.946381,6196,87.316427,0.543376,347.53,0.623027,3.095483,Jasmine
12410,7396,143.599239,66.913283,0.884799,7633,97.040608,0.599838,347.531,0.76952,2.14605,Gonen
17758,7300,149.955839,62.456669,0.909136,7444,96.408758,0.57776,347.532,0.759527,2.400958,Gonen
12132,7532,144.077023,67.48997,0.883501,7728,97.928751,0.585601,347.535,0.783652,2.134792,Gonen
9673,5766,157.094788,48.014259,0.952148,6001,85.682549,0.649763,347.537,0.599905,3.271836,Jasmine
11885,7637,144.850515,68.18065,0.882295,7762,98.608977,0.588775,347.543,0.79454,2.124511,Gonen
3251,6291,152.697921,54.126035,0.935069,6524,89.498324,0.670182,347.545,0.654497,2.821155,Jasmine
9351,5720,154.927185,47.969368,0.950859,5984,85.340086,0.673496,347.545,0.595092,3.229711,Jasmine
14310,6482,135.401687,61.273644,0.891748,6708,90.846787,0.722148,347.547,0.67436,2.209787,Gonen
3934,6439,154.556857,53.995296,0.93699,6587,90.544958,0.483772,347.551,0.669871,2.862413,Jasmine
10627,5734,159.534788,46.524573,0.956532,5890,85.444459,0.644849,347.553,0.596521,3.429044,Jasmine
12578,7367,143.0075,66.455896,0.885467,7562,96.850172,0.72567,347.554,0.766401,2.151916,Gonen
3452,6357,151.887364,53.618956,0.935617,6515,89.96657,0.567589,347.563,0.661295,2.832718,Jasmine
3096,6430,153.466724,54.587861,0.934601,6593,90.481657,0.553356,347.571,0.668858,2.811371,Jasmine
16792,7324,148.06234,64.13314,0.901322,7445,96.567108,0.790843,347.571,0.761853,2.308671,Gonen
6465,6260,157.0611,52.113577,0.943348,6473,89.277542,0.713147,347.578,0.651148,3.013823,Jasmine
2478,6662,154.179832,55.713519,0.932429,6819,92.099521,0.806342,347.586,0.692931,2.767368,Jasmine
3201,6456,153.618749,54.511025,0.934925,6658,90.664406,0.575504,347.587,0.6715,2.818123,Jasmine
12420,7460,143.776553,66.987589,0.88483,7588,97.459566,0.589723,347.591,0.775911,2.146316,Gonen
10919,5734,162.189664,46.040325,0.958864,5864,85.444459,0.75497,347.594,0.59638,3.522774,Jasmine
16969,7318,147.892208,63.790051,0.902195,7468,96.527545,0.715767,347.595,0.761124,2.318421,Gonen
4071,6457,155.564991,54.198843,0.937346,6651,90.671427,0.52039,347.597,0.671566,2.870264,Jasmine
7092,6124,155.850615,51.086956,0.944749,6296,88.302429,0.473408,347.598,0.636928,3.050693,Jasmine
5058,6405,155.873606,53.196961,0.939961,6594,90.305588,0.552155,347.604,0.666131,2.930122,Jasmine
7183,6241,156.805028,51.322368,0.94492,6395,89.141954,0.468825,347.61,0.649052,3.055296,Jasmine
6083,6250,156.482486,52.286453,0.942525,6454,89.206206,0.63555,347.611,0.649984,2.992792,Jasmine
17117,7316,148.379347,63.70033,0.903159,7448,96.514354,0.808219,347.612,0.760841,2.329334,Gonen
7174,5794,151.384608,49.557869,0.944898,5982,85.890337,0.479001,347.615,0.602548,3.054704,Jasmine
3448,6406,153.212211,54.096696,0.935592,6632,90.312638,0.660276,347.62,0.666173,2.832192,Jasmine
5650,6286,156.022593,52.585775,0.941491,6483,89.462751,0.589902,347.627,0.653668,2.967011,Jasmine
1702,6254,147.892457,54.711109,0.929056,6466,89.234747,0.504355,347.632,0.650322,2.703152,Jasmine
12254,7597,144.863909,67.684826,0.884136,7751,98.350398,0.616239,347.638,0.789946,2.140272,Gonen
3445,6693,156.537912,55.274315,0.935584,6837,92.313554,0.791509,347.652,0.695891,2.832019,Jasmine
5438,6156,152.970895,51.775442,0.940979,6299,88.532834,0.681879,347.652,0.640058,2.954507,Jasmine
6771,6087,155.501105,51.278127,0.944065,6299,88.035272,0.559724,347.653,0.63288,3.032504,Jasmine
10331,7691,143.171156,69.245389,0.875259,7914,98.956987,0.606163,347.657,0.799633,2.067591,Gonen
6869,6378,158.572023,52.193826,0.944278,6492,90.115048,0.873579,347.667,0.663082,3.038138,Jasmine
6977,6142,156.684021,51.469798,0.944506,6359,88.432106,0.471229,347.675,0.638517,3.044193,Jasmine
11265,7709,144.250781,68.819788,0.878858,7888,99.072719,0.799026,347.677,0.801412,2.096065,Gonen
2038,6527,153.103287,56.013662,0.930672,6747,91.161585,0.499923,347.681,0.678518,2.73332,Jasmine
15101,7559,147.504433,65.950244,0.894481,7688,98.104117,0.615303,347.688,0.785769,2.236602,Gonen
15899,7399,147.451524,65.086272,0.897307,7532,97.060287,0.577866,347.688,0.769137,2.265478,Gonen
10631,6017,163.147657,47.571099,0.956546,6135,87.527609,0.425651,347.694,0.625454,3.429554,Jasmine
15132,7353,145.99577,65.248476,0.894574,7603,96.758102,0.600735,347.704,0.764285,2.237535,Gonen
15493,7314,145.949876,64.858988,0.895832,7547,96.501161,0.626413,347.72,0.760161,2.250264,Gonen
6519,6235,156.668397,51.940645,0.943444,6444,89.099094,0.483296,347.722,0.64801,3.016297,Jasmine
17608,7287,149.757787,63.025467,0.907131,7408,96.322877,0.587282,347.728,0.75732,2.376147,Gonen
9941,5772,157.415287,47.579979,0.953226,5929,85.727117,0.429464,347.733,0.599852,3.308435,Jasmine
4194,6389,154.002537,53.5321,0.937641,6581,90.192724,0.564898,347.737,0.663959,2.876826,Jasmine
14736,7636,147.54085,66.328809,0.893249,7738,98.602521,0.763218,347.753,0.793476,2.224386,Gonen
6623,6072,155.215263,51.337769,0.943718,6325,87.926734,0.494261,347.763,0.630921,3.023413,Jasmine
5653,6234,155.792745,52.504124,0.9415,6437,89.091949,0.759503,347.768,0.647735,2.967248,Jasmine
6800,6161,155.971965,51.403098,0.944132,6333,88.56878,0.458715,347.768,0.64015,3.034291,Jasmine
10510,5983,162.097158,47.574536,0.955961,6103,87.279964,0.424417,347.777,0.621623,3.407225,Jasmine
